pk_col,integer_col,number_col,boolean_col,date_col,string_col
759ed45976056db3f6ab39f6366d614a,830,463.3,True,2022-09-22,bdwrYzZzwvbgTHeSBQURzIpAnBfnjVEA
ad420112935b4e7dc113a08c7b324961,327,844.6,True,2015-05-15,VRouqDaymibEVCrjGlqRtbomQQKeRioRghuwLvzyGYtUICGyBHuqKrrinrbNiZv s
b0241f8bfe0bbbe5951d501e5849f346,692,538.7,True,2011-11-29,PCztIEQu
59e78df0893f32df57c3c72f8e37632e,666,76.3,False,2007-02-18,rsxHkfco dyjAjdDxHodQeNNJ
4242c4fb5aa6a8a6d53f8756ba8e023a,435,597.5,False,2013-01-30,CpzpnjbDmpynQOiiQoM
2e83b8174643ac0bda97e42d2760d8f6,304,488.8,True,2021-03-09,epjUYspiVdrGrc h
5574dd96ad15ece88a32a01c7f0553a9,839,464.6,True,2023-03-16,MWEvUS DGZZFXRuPA
1635dfa98cbf07ae37226bbcbbee9d52,484,352.7,True,2024-12-16,kK
1d3f6641261535a10febc80844de2b79,877,907.4,False,2002-03-18,TVZhRMVlSHaQhOfPSPvhYrgNfinzEgOBTsDHgfzogsWhGeOCgCOwjrnaahbw efPIyrxrtWYGHE
56db7e791a19968b5b40bbdea2032468,293,949.9,True,2001-04-20,qyTCOwquOsQSnwLMHGfXoiRjoPPVImJcFxxvCkNVRoDgGfz
cac1a03bd505e4ba0b020a8f677150f3,87,464.2,False,2025-06-03,YonlnGXeKQHrGBZfobIWHIVTonUN
fb0f59baebef7888cad71a5f6d8d686e,894,83.7,False,2001-12-30,ZdVBMWHSgSfXxUIqcqxdbe
b52716b255c1b0aa5f5d3543ae0ae847,765,918.0,False,2025-03-10,lewOQ
8f4b053334123136da8e3e4f50972357,125,753.6,True,2008-08-25,vLsFqNJOLmNEHzoRWqlUIxELawzeyWwoVMGYxZoYCEbn EWAqbFtMlVJCMHmmctGhddTpArvNFPelIPujll
2e19240bf6eabb6cdf85354c6a1257dd,373,772.8,False,2016-03-30,IwBOWzBjGfJpSaopLjEeLibRBrGSUOUJturGPLOgucDLVdDuFkCaPhxrpkKVgETEysdc DFNrkfqmnQdCSvURgisifVAbloYVe
ed551c7aae9a9f89c7a26186a1ab0173,150,119.8,True,2002-09-07,bNKcn
6776f97ecee1796ec1254f192282487e,669,762.6,False,2010-03-23,TqZbj
89b85ab51bdfe741a3f43e71dec82691,972,641.0,True,2012-02-27,kfNDqB
dce6aedea1a54e92a52fe319086abee8,155,680.0,True,2025-11-09,kffLEyqL
5fcbbec0ad745db4ee82ac5afb57daf0,549,293.2,False,2023-04-03,oWRwTvFmu rG QOZffXOoxYfYESocmdqtFz WZk bQJOgbEa
004e205876ef9f354abbf6677d2ec07d,880,429.4,False,2006-05-25,uvxjwUQmxneZrxEWxhOXfLELEyWkwuBgKDxVzSPTcqOqHBAsGDeBRTSzxNegra
2a41cc544b39ba3d5e08042d9fdd5728,480,746.3,True,2024-04-21,oSOcLjehddGcUWlhSJAUhnickQSSYBr IuYsFpbTgOGsoKTxlXkfRNLJwFBfIFJ lswdABgUi
ff54a76b0c81383e8250c5f91b68a40d,755,279.0,True,2019-10-12,viBiBZMUdKeiqMjzczHooZGOStS
c15a4f0679e548a2468c0e77ec04df4f,860,320.3,True,2022-02-10,xGco
659eee8afbf79659eab7cec54f450242,459,106.0,False,2003-07-22,nFqneNjwGnqYYlcqQiMyyzmxWBnYbMGjDtYnhJcilgDiUUyIRMZSfGqeBIOENeLShdEmDgeVxGbvAaVyWrmIMz
c2a88bb0301eb3f91cfebb29e2b48954,350,21.3,True,2002-08-01,UwZEEwOPXcmSXGlyxTTPQCj
ab2e7051d09330b1f0fb062806c37414,663,658.5,False,2024-08-20,NMavYohWTdNhHMyxTcIfvvuSDuNeCXxhRIZJcWkqtzjkmyJouNolNUDlKBoUEFuMvBMdzctPjlFRO
b4b2ea32e7511c8e5e35494868a04166,163,522.6,False,2013-06-29,HIuSACiCexkcuFhumHcIKrrDAy
16f4db402458bfece154e57c3fe4a054,109,947.7,False,2016-06-04,ETFRxFjYnuYOgyiSvSwinQyvZlsAfdRFvhajYrfWDiubNUcjoCTOEUkJgETUqfwemOEEvvcIfLIcWvpwQEYoRN
c577da011e59a27dd1082d88eb2b1355,452,270.3,False,2014-04-27,Q VwOukW ypyyZOzKWiXPmEr vopzizccJxcdSySgNQxeYlvbMzJgwUPBIil qjBXSSXyWPUCsVHLpjkDUlglFZGxwFDf
f83b9f2b44ec2be48895ea3c761fcd0d,477,851.9,False,2025-03-31,KdoUft
b6b08ecd72c7adb9ec9ea51c4c23beaf,601,167.2,False,2005-02-08,VdblszqBzNVn
7448dfa614f14671e5d35b2e7e8437fa,221,931.7,True,2001-08-08,WQjMqpnqYIZGHlnYY NilhEMQPLTrAFzZKNKLjDLZzW
1b5dd7a9a8d2caa31201152f68700e37,774,990.9,True,2024-08-03,icUrDeHWL mkCbHXhCFIGHnK PVQQ Akcn ylLkoQLPQcVYIsrplTZwEkctZ ONZgwndi
9839a907d6742fa561fbe5abad7e3a30,554,685.2,True,2014-06-05,rvoUrBqfOsyAIMEZgYZ
5e0957a33f158ae29f1adf9242bb1022,255,172.0,True,2012-12-02,ePiloYS qKTfwtdiGiOistphdJLJ cQeAktwmJMsmfRHM lrG
b1dbd6cff7ef54f60719bf7b4992e209,913,695.8,False,2015-03-16,SaxVOHotqXOARaOKG
13f43a35f56bdc0d53da6322215656d8,283,236.4,False,2014-08-29,jCoSLPqkmeXTvhFrxbRwmaqOWCGuMrEMlRBjwaQmhKwfeS AMbyf
7d37a1037606fb3bbe95f81462407d46,583,323.3,True,2009-12-05,TMYlhLeGsqhVidawcPIwVokIPDBosmIpYqKBvrhB
8081489e85195e4ae60a6385a6b82030,860,255.5,False,2012-10-22,jBTAKDQSuWJnSnWqpavIFWyhsfSW
6781205011779201e67537d8ff3429dd,77,796.6,True,2012-07-22,u
c6ca5187cfc929dd45372dc7f5320c0d,261,396.0,True,2005-12-05,UkcQFZyWsRkJsvPHHFmtVKGcvxNhUpgisuiGFdkbaAWJAAFHMdSHEQjxtTOmOPgUFUWIQkrgmyopMq omT
201e5e1e83ee9a73da1c812ac8219500,73,567.6,True,2025-10-29,RiajGshZiBXuYYZOOGSwFrHSezpTKhsbYEVstzafcqThkpSEACpyAdrLRKitaJeclrB puazX
1e39ea774ffede34198944286a22e692,981,536.8,True,2004-03-16,UaLEsXqIjdYCAUKXuE qYxVxOHOhMyJtSPWbwgtI
6a9cd79e05f93eeaf47556fddea2dfdc,198,518.8,True,2018-01-12,KaIvVaAkI nrDEIGP IQWBcsRgAsRAUkf
b5e6f1081eaf76f25b5aa0e59c231388,358,303.3,True,2005-04-11,TCuoocgHrolDRPThUmCQccwb lAXidhYVzNgOJuOnMaumlO bDkLi
667f7b97363db321b07f0d3266650a49,285,267.5,True,2003-01-02,jgXhBVLpPvDRYGkBslgXQqxSivYTijqjICfjRQPVmmJGuebLf
0803cd40a9afc1c96d362b2eb93aa7be,851,23.3,True,2018-08-28,InfFlqeJORaGoVMOjDQZYRG
693b7fe8e62e809e42c1afb9eccd6c28,160,569.4,True,2024-07-26,UUfjIJ Qv
d78cd7ee08e67c3c90b7c29660be23c5,771,592.0,False,2007-06-04,cgVKIxq SjASUByrkJHQWjnICXGFfGBhYqvPJSwIDKHnNibhoRrxWslSBElbuOWgzgbzAsrRkzZjxCg 
b60982d291ef9061160db57fa9a9fe58,794,272.1,False,2004-11-13,UOnLCldzVquXUXvvMWoLFYqufmQPmwyTVtTkzSlLORzZHN DtXvHvGzzwutRvrWTTmgYcOTImmGnAicH
a96e511dcf094ad9cb0c4eafd7581207,699,580.4,True,2006-01-26,EHpf
1878a4919c360305915d9eb9b368e2c0,217,10.7,True,2013-07-15,NmYUy mCe RvmnJWKlCzzyoUmtjJsVrqtMqAqeZXDzWwUNBfBFWwnuElCZNZfiLBMpFqdWCp JncIRqfxhvGvEQFlNqWXcnyrod 
600b1c00a9e5d6134d3e7e84deda7578,558,463.0,False,2013-11-26,YmMiRNKjopzADkxSaWrbnbQGeYgotO CmzsysQYtkyTcGMSVBshGdixrEtylfUGFCsvDSqymBJB aikrBaNbQyBeGJMcHjxMQi
0d9a4a0b05cdbb62f7b32b37c7c4bd17,257,118.6,False,2018-03-01,krOBGvSuedPifnMBdpQKmLRucOpmkCkPbooHfsaOYXQPlKFdgsZunevtllqkDjPDqYURIimLuukwmMASveQjmoUKkiMQCbTr
91cbf92e076bee4c9a34559950329fa4,731,433.4,True,2006-10-13,qJNJvZxYkcArCEMiehLOloVrEsaEgpWaPVSidxRaQmS
2cf86e74e5561b19600e47a169dcd5f9,557,796.2,True,2018-05-31,ryKoKOSlIvReAAHnkKMbrvsiWaJOxHtjrWwPyLDwqQ
e4af3d000c2b4ab7d32a2b5de97d1c36,467,377.1,True,2017-10-31,dQRnUUZnOFoxoyXRQeSQYtJIkATzDhmOKkboQfhTbeEusqQMLNLcca
796be3afdc603bc433f2073f0bec2d31,71,386.2,False,2006-05-15,ivw xLujelLcibdCajuZsHmyINiAcHZXjDkw kyZmRJCbyiVqcLBdYChfQmyPpyfyPCLFjeUjNoypho
8a9d178d1536200bff9f15590a6d34ae,608,262.2,False,2010-03-12,mQfFhKxbDddo UVESangkLXZViuZSi
0d6018b74dbad38fa91585d851ad8194,973,213.1,True,2014-12-18,ihmZRIOfGnhHJsSryZdmARmgtvc rYvk
e49a253f895e5bb9c3524da5ad4c8e7e,391,806.9,False,2019-03-30,zylvZugrNBvuAHWBKvuBTDghf wVpZQTueREcvQnfLYmiuDunPfpcOSeVwyeQrVBqW anpt
096be823035a4fe6113ac0716750c777,595,401.9,True,2003-09-22,HYETTlMKygOZGljpunETleinrQyxPkrSoeZ
4839251b6f4845f30a4a6a75d3a70091,106,188.1,False,2020-02-16,lRcRGVDKzk vXNskrflS puDxfTjkOoHJGlTK
38345523297ebd9521d8484e3dfa6c7b,887,209.2,False,2002-09-13,zxbaHBjdijegdTNbZPtwo edjC eTaWfUiNxywhOoYHvLHKHuEeSStYATelJnhbgjgiCpFfcwPXGCSTinHMBsWwgx
fc280f3cffb34cb26e6b2e8fb23c7f0a,668,573.7,True,2012-05-31,LnRcmrIRoTOicmofMffzfKIVFwr
627eb030d0811bed9f3d6fe6424f36aa,749,479.9,True,2004-07-07,cGNjIHUSTCWVLJtiaotsNFnhpNCZsFbnwhnlowhmEdArRFAX MpndNxCBmPrfpNfJFJqoqwryjgNvvotsyC jKD DkacEqLkzsH
53777dc7bfae0552914c0ebc16cc4156,330,842.1,True,2017-05-18,EwBoXPafRNdcByDKHvDYXPiNDT UPjlVsdkHdXpRBJtM
628a6a1472cdf0c0cd2769b1944e7f51,541,802.5,False,2008-04-22,hXcFLzavFlKI tYcfxdFkln
825baac8a473a69e691ba48343012d6e,347,740.6,False,2024-06-12,BgYzzYLQLEWmdJTMxwpweIzruVUsrTHLvPMtjjIBR
cae8d83e88df4106deaddadb99805987,212,555.0,False,2025-09-27,jdZYzHpCQQyp GnrnOqRtPTdOnAf kuCSgPofghIfGimZXKzjRlnCAtiXqRCBYCKvInSCXKDVobqXTdeNRZMRCmzu
6de593f070575b91b441de5212119b78,635,803.8,True,2000-11-10,EVzueuuNXDkwzuTtHCSDSHGoKzBnvVibOcHJeqSgSvkhRhthxwELiOFniiIZgAFna Y Ufho
4d5f010aea6963a284680a06e325d63a,178,33.6,False,2022-12-18,HxVHA JezlrLhaDvdXPjqGlqPNuPnXSVqqywhIhfmhjHIrFyRArRaFYtHyBMEfmDh
b40033c448a3f870b64f2c05ce6a682e,714,761.7,True,2002-10-15,tRTgohXNveNUUKxGNWpkKnoAHyxiWJrKEoXmYgwS
62c802d5d797ed744841b53b94825aac,694,688.8,False,2011-09-22,LTCWkIUPlURNwYcLLAyspZuFnZpyjBDKKtrAtgtbqLDmYcOYSbzCUVwYAAuyzuNztkD
c886a12501b23732303db99192cff66e,102,320.5,True,2019-01-12,BIPqiKWBTIQfsbXQpGCKzuCKsKo ECcKNiUpWmjD vtWOSmsvBiocDSXWyW
abd240bf5649a33471ae1b26780d8211,13,620.0,False,2013-05-12,hdAPhrQ McMu DeaMuddCjQqdxB flefErBXe MhMWseZiqbrNZCeYiumgkIARuJ
2a2196dadf9fdef236c10a6384e0c914,433,184.4,True,2025-03-29,PYxEYTIoJWrZeymIMRpwNDWbUFCDpHtPZziAEEDOLAhBwGYnFOivFxJADhuwFNeeNGrULgMfnu
09d2be3b54862490491685171a7320d8,420,627.4,False,2015-06-27,xiNLNmzNFfEJJHXNBSMgpluTSmGzoOlJIKZdqhlMqQzyWFBtGhhcFPZFmAHDyH
0a7026cd1b6a829cb19fb36505ac40a6,983,244.4,False,2017-01-15,VAVSdztOETNzuwQNoY waMuXtnFprEe
2f051c0583bc3eab24491332b3ab3aca,232,972.4,False,2001-05-21,WKgwatuKPkAspiXcSoDtYitrGwIBjYdFfgtWFRcisVqOHeQoMAfNqtEumJLSiRffpCFjdSTpnAApBNZDophslkkpOZtdxByQe
b01820c5d7084301fe521e7b900479a5,575,725.5,False,2010-04-28,DBQEnfxWQ coqlIYLEMZxIaByDynaWnMxvPCqUiCjsyzciBeDdtdGL
7a19c60ea9e56aa5a8f8d60c0f6dc8d1,939,138.8,True,2003-01-29,FQCKdJsjVoaVVeeROD rCFQ efBxfVeZPyluFjkTDrifuAnUFQpoaVMGfbuPhdrGKxtLofeudSNncekamlOCu
1a8325e97a0a58cf4877a09658408672,1000,582.3,False,2005-04-20,hifDnMdrhZYyRWWI
81dcd6fed1a656b7e6d80d576e7eb5a4,664,199.6,False,2025-07-16,HtVIRgyNCtRGxJSoIkJkbNGjOTptjhXKsKDnnLGYanUrxJYnSZlfaovhTCSNHzSiNLDsJIa WsCbNfDAY
17c2a4f3dc5477c3795f48c6bcb1c810,645,115.3,True,2020-11-20, tykumESS
759aef32e89db009ecbd145d6a829aa7,497,301.4,False,2004-08-28,BcKMi bQPldtzVLmrufizNYpWNPQKmxNFnvjzNKqlFJklurtivXIEVkRVJNHNaVXUWNeAgbDgyIfE
03cb8ca189957445d961717b4d7e738f,894,895.1,True,2023-05-11,m
04d2fcccd69e65fa96756060f8933641,176,554.3,True,2004-05-06,cXkiLUrjburvNLunVnWXBQwTajmVGE YnVKaOxdyovdGohsJGQxuinnZTHGRizIjqBQcVo
cd3c93a7d25fd08a3d7a021c12a661c4,969,962.7,False,2001-12-10,XrKLVGlARiBWXoXrKYST JHSiBjXfDSHMEcdeMCvREMe
9cd9d1c14758978a09a19af596004225,893,875.5,True,2022-04-24,yBQVior ydpYluRZbKiIpKfORuOlVzfYKPxYwueYgGmbeXDHVfiKYJxSbremESRczOg
41db73233041c7068fbb377d3acb4b61,725,331.4,False,2005-10-26,yHOTCncCEDzsidgUpHZcUGczsYohQdQfDQh rBP PcAYDXGYoKGeCeLakspKcMN
ae7989a972cfa662215414e4d31e6f1c,90,189.4,False,2024-05-31,hIxRrNfQMOcapYNOuDXyk EecHZhvueZVTJwKgYMfjTdHhNMbvOCiaAqadO MrldjKIbpNbUSCiyt pheB cyCeqtNKqHrDvq
d0c33fcd5abbcd511a89a41a45cb6eef,315,900.7,True,2019-05-20,CustyyEBKoDjxxCTqK YkKMyoWVmtchGYVutNLvPIC XZYRCLPzjhohYtRgaBrTZbUpAtQsc
17631811f287636172794c00c0189383,453,449.5,False,2012-08-11,ySgZyRVeKYnJOBMoPrVLZDsoVkYApgYrOPStpNhznaXRfuKQVhTOngFOiBAOXeWAccb
61685801f35903e92bd2e1d99f4c360e,316,46.5,True,2007-02-13,vj
d6f49612255aa46f2338353ee6f4a70b,782,240.8,True,2020-04-17,T yLAZWDqlAwMD ChUSlgi
d7220210e67e54b3deba4a34b62c8a67,906,140.3,True,2002-06-26,OjifZVWPQkDkFyHEvzWVODUpqRYKrteFyyOiEtIhl
9dfef989f0faaa5ac184fea7ff1f5fe6,169,331.8,False,2003-07-09,LLtlWWKGMLkxmNERZNZAYapRRIRtGzeFFXLFVWHnIQY UumwoinJYW 
31b54602c2fbf13b871e9df1afd55292,350,437.7,True,2021-07-18,AlwBCdrgIQjmMBafsMnhk
69812632533575ff338ee6fe851f9a4a,982,653.2,False,2011-08-19,NPHvcaTu
f76c4c09cb42631dbfabc139cb240291,368,95.7,True,2012-11-11,xCPgDo krLehsanNYrgPxvAQUdy 
2756e2091629f291a772bcd1707507c9,268,19.4,False,2006-02-21,UKDaWojWOgwbueHMMxcJVGMSpwNNXKzywbedYHWczMvlAMSeJHrqJExLP
9e4329f0e80a9d1e871bf9c02a705e34,682,351.3,False,2005-06-05,m wQDixwcnVwRKNpJhsLYaFTWBPogWLYhJCAemKTodkDsyQNEbjHiyMHjJZmXb
31ac5411af40fdff1d2d9ab367670f8a,88,200.3,False,2022-08-05,WQBwcQ cPhDnViHrmKzsGl lLFzYhnXuSvrYCwwMoTf
2336800753ec53ac9350092f8d24e3f0,964,169.3,False,2019-03-15,RqYLaoUNHrvwEURUELGesmfUOIcIEKxDpqTUDDGMtkNsoABIZirXSInZ LhYpGaXt ENAvWsqmHKEsuCqdvDMm
2103a6f164fdd33ec2c51c65b2a77ccd,177,504.8,False,2014-10-29,NVaqDVTrYgUrlUQtCTdajJfEMutpgUtmmPLZxFNNNHxxWPEeyJCbmQkwFjApBXLGOaBHywAUVFabXvDJcLyFOoxZGvneHfqyt
d97207ae98592de879c33ca4f541fd96,45,736.2,False,2013-11-09,DiTLkJxSVUopEciQACajtIUNH
6eefba9dc6d2ad3a9f5913c1c6dc0b6a,917,333.4,False,2022-07-25,DWvzkGdZmoCByOFIVvSXrhUEfUJUexrbqxRjScZnCWjlxKDsvsmOXAzcvCMKvfTCzLosJDwKVaskRPGIRtKKngkgbNa
89e80036f50edb0ccc3541c1cc8c1ce9,838,142.8,False,2013-10-15,auZNzjWQIkrYPnxhpKOJKQmwdMxPdu qUXQCMqfKNFvrc HpxrYdkmcw RszFOnBynNtuLqdSSkMYIOawAURKbKpGTyUbpq
1fa733ac230b3c6f67c5dd0f789e3cdc,227,885.8,True,2018-01-21,NCyIlIS diZgKWWc
5756325baf2d12af12e6feaf6b8f67f8,359,830.3,False,2022-12-31,SuGAwazejBVELHbFPkYmDPtN vJQbGZCYPgzFWWgTmShLctrmufMVHQWfAfgIebMcbPoHn tCpIvplYgBLgBstmB
e0fa12b4449783b92d3f62c97d1e6e6f,281,479.7,True,2006-02-28,leHSp 
598da58aa97ccbfe7731f4a400b62599,812,46.6,False,2024-04-16,LUNZvSTlWkEsQCSBkOwbGTXeAYM
54b0ccab1d0b345c1a5599a84355e7f2,110,51.3,False,2007-04-08,zekEMpRQlJPynVMKroODtfyYoAvzVrgwDiDmdBxptMfXfbmWhqCpwtMigisjVNhEMVNJxdiaGdmZRKX
bcb67b80ac57f360fbca4e787e1647b8,505,828.1,True,2017-08-15,fDEhuOTwGRyBRPnUigrITKxRFlogxTUsJpvySVHVJHqZmQFuXSEcSxDtgnQwOcHwZNlGeagCeLZLYJ
ab74148f4093843338300ccfe4f478be,950,201.3,False,2009-07-06,lrSLrgYFD MZvmvVlMySR ewzKsJyKpkGdkloWsxpvSpIMvMznXywfRHagQIEHPVOTJSIfl
922b8d93b507e16be5388ea30eb458c9,500,226.8,False,2012-09-15,dnuQojieVyiPYZZTfFxtrW pqdUGBqXexnHpZYFZpJXLNi 
af6ad1684284aeafc7d443f2881c9b7b,584,130.4,True,2009-06-24, UqQljeNFjrZlGGmgRwdQmZmWXzcCKFaXBr
675833331ac0b534741dcd7aaf2f1153,803,854.1,True,2015-06-06,MsiJDOGpelNhqkpdBBHcNbZTVwSFngeeqhPDbuwzpPEaGyWJpTlnAfGvYQgJcXoMqqZl
97a04fd5ced7c7ea674e7faf462547ef,622,580.4,True,2023-05-19,ywioQAltMChbgCTGaoflpmxfsBBWkjEdeYerbJjvrKueeZgIFsoysgEqd
1bdf8d7799eab9d18ba2415d3189da81,474,385.3,True,2002-02-15,IehQxd
19b26a1e94b34e9d9a72ac9ef8d60596,455,907.0,False,2010-04-02,glaHvrqI OcnctrGarmyzEuVDjWPjJtLcjhoyFKHxEXLRFGNWTNrmYfpfpWxLHHHcxAbqIYAaPTtEZxoRgOzulQCtSHqKH
4eecc63e575a0cb3a15afdeebaf47b08,363,211.7,False,2001-01-10,gYFrGpSuhYnYtMvFYRJgcwCYnXDRdeuaDNTWsDrvBAfAL
93f7003d27c8d0ff60d67067ec49544a,67,938.4,True,2004-05-28,gSyWcuw
ab43da62e59c23bfb04528915ea3f128,924,709.7,True,2019-11-19,BeScfRT FxUadlAhGEOfjkllzqBtcdcdrmkdzDlCRV
5415621a9852d7de295d25c2828b1ed9,556,208.6,False,2021-10-18,SorEiCqqWxI
94704cf27fa1f703cee013e11d4ddb43,51,239.0,False,2001-05-03,vRlQsvMxZIxsdyqJueJnDgFLuMypCzAUPkLLIIaiMVmhPTayraemrdgO HZVfAW
8f19a595ac071646a2590cc13685d4d5,609,33.8,True,2007-01-05,wIgLRLPjCVqduOgWdFGdHAljKGvkPOhSMVKxzFsMBornS CLVJrNAFeKGkTPZfZt
1e969c41bbcad1557a1bb6aafb03f1e3,747,633.4,False,2010-01-24,TVTgfQmbBdFutvEVmUftykRSDyPRRayTCoHgTOEVaCFCuVXUemSuWdQicxxcVVTIKLXBVniTvVcjYmznobGjFEIkRuEJGdTXbd
97a886c76ba947cdc5b1b8feeffd39e0,918,781.0,False,2012-06-18,EUbBFxYASUlesDadRfIoPMzFgXXpkivAMSLZaJuvDrCJfPyaJKqpSjnThWVEQFJ
65e58b51bdf4d07f337d951867deb66b,407,797.6,True,2015-06-03,mhGTnDQZcxKZK VmcBoKEvUDrNumjPEFLhHUznIsPiSPqIlZs
2fee4eb96d95d30633c85750857c1956,778,820.4,False,2004-01-19,XGF
e6fcd9dc35ded43821c2173ead91e803,625,690.1,True,2011-12-06,dMSvRWBvdPJmiGGrkYWbVmHKw
7fcb5aeffa05d22da73557a78e2c7d34,967,896.3,True,2019-12-01,ITPDKYHqBgaxxNg kquSBzqffzOIDGWYgRLPxfMigvTqfjIqnuK vhvUAbziCrKK d FKqucyBkp
893fd89b76af68b9bee5d32bc85b8332,882,109.1,True,2008-10-09,ghsjmprmeSiHfmnPPhgluxWbTcgX fchduoCSiIJbQIbXajdYyNOLNbnGTzhlMsjP
5204ad0034fe490d58bf51bee784c27e,84,415.2,True,2023-01-21,Q GbLcEzANaNucAvGCbDSMiCwXX
74ebd90aff99f113abb0febbeccfe666,148,674.4,False,2009-11-01,KFO mHFSdfrdIkhxcG
9c28b539e2c33146983ed5f24212bc3c,520,61.0,False,2006-04-16,agYkTahdskigrmrpPfMhqoWdQdeKspRMYdWuS
